"Gemeinde_Nr","Ja_Stimmen_In_Prozent","Gemeinde_KT_d","Gemeinde_KT_f","Text_d","Text_f"
3372,22.4099613027647,"Hemberg SG","Hemberg (SG)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Hemberg mit 7'325 Ja zu 5'171 Nein angenommen worden. 22,4 Prozent befürworten damit höhere Kinderabzüge. Hemberg stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","A Hemberg, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 22,4 pourcents de oui. Hemberg vote oui, contrairement à son canton."
3374,83.5617963690311,"Lichtensteig SG","Lichtensteig (SG)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Lichtensteig hat die Änderung des Bundesgesetzes mit 83,6 Prozent der Stimmen angenommen. Lichtensteig stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les électeurs de Lichtensteig valident avec 83,6 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Lichtensteig vote oui."
3375,26.3944370206445,"Oberhelfenschwil SG","Oberhelfenschwil (SG)","Oberhelfenschwil hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 3'532 Ja zu 552 Nein. Das entspricht einem Ja-Stimmen-Anteil von 26,4 Prozent. Oberhelfenschwil stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Oberhelfenschwil avec 26,4 pourcents de oui. Oberhelfenschwil vote oui, contrairement à son canton."
3378,66.8513305019587,"Neckertal SG","Neckertal (SG)","Mit 8'562 Nein zu 4'303 Ja haben die Stimmbürgerinnen und Stimmbürger von Neckertal höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 33,1 Prozent. Neckertal stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","A Neckertal, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 33,1 pourcents de non. A l'instar de son canton, Neckertal vote oui."
3379,28.3445840002969,"Wattwil SG","Wattwil (SG)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Wattwil hat die Änderung des Bundesgesetzes mit 28,3 Prozent der Stimmen angenommen. Wattwil stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les électeurs de Wattwil valident avec 28,3 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Wattwil vote oui, contrairement à son canton."
3392,87.0898427208886,"Kirchberg SG","Kirchberg (SG)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Kirchberg SG mit 12,9 Prozent abgelehnt worden. Kirchberg SG stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","C'est non à 12,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Kirchberg (SG). A l'instar de son canton, Kirchberg (SG) vote oui."
3393,63.034546864219,"Lütisburg SG","Lütisburg (SG)","Lütisburg ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 37 Prozent Nein verworfen. Lütisburg stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les habitants de Lütisburg refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 37 pourcents de non. A l'instar de son canton, Lütisburg vote oui."
3394,62.0550970779732,"Mosnang SG","Mosnang (SG)","Mosnang hat mit 62,1 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Mosnang stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les habitants de Mosnang acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 62,1 pourcents de oui. A l'instar de son canton, Mosnang vote oui."
3395,24.7756628785282,"Bütschwil-Ganterschwil SG","Bütschwil-Ganterschwil (SG)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Bütschwil-Ganterschwil hat die Änderung des Bundesgesetzes mit 24,8 Prozent der Stimmen angenommen. Bütschwil-Ganterschwil stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les électeurs de Bütschwil-Ganterschwil valident avec 24,8 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Bütschwil-Ganterschwil vote oui, contrairement à son canton."
3401,58.7031102040783,"Degersheim SG","Degersheim (SG)","Degersheim ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 41,3 Prozent Nein verworfen. Degersheim stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les habitants de Degersheim refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 41,3 pourcents de non. A l'instar de son canton, Degersheim vote oui."
3402,72.877134475857,"Flawil SG","Flawil (SG)","Flawil ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 27,1 Prozent Nein verworfen. Flawil stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les habitants de Flawil refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 27,1 pourcents de non. A l'instar de son canton, Flawil vote oui."
3405,58.5283280350268,"Jonschwil SG","Jonschwil (SG)","Mit 8'648 Nein zu 4'809 Ja haben die Stimmbürgerinnen und Stimmbürger von Jonschwil höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 41,5 Prozent. Jonschwil stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","A Jonschwil, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 41,5 pourcents de non. A l'instar de son canton, Jonschwil vote oui."
3407,68.771762913093,"Oberuzwil SG","Oberuzwil (SG)","68,8 Prozent der Stimmbürgerinnen und Stimmbürger von Oberuzwil haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Oberuzwil stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","A Oberuzwil, les habitants disent oui à 68,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Oberuzwil vote oui."
3408,65.5199209460989,"Uzwil SG","Uzwil (SG)","Mit 8'398 Nein zu 1'971 Ja haben die Stimmbürgerinnen und Stimmbürger von Uzwil höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 34,5 Prozent. Uzwil stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","A Uzwil, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 34,5 pourcents de non. A l'instar de son canton, Uzwil vote oui."
3422,8.71739233843982,"Niederbüren SG","Niederbüren (SG)","Mit 9'684 Ja zu 1'246 Nein hat sich Niederbüren für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Niederbüren stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les habitants de Niederbüren approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 8,7 pourcents de oui. Niederbüren vote oui, contrairement à son canton."
3423,64.3605438061059,"Niederhelfenschwil SG","Niederhelfenschwil (SG)","Ja zu höheren Kinderabzügen bei der direkten Bundessteuer: Niederhelfenschwil hat die Änderung des Bundesgesetzes mit 64,4 Prozent der Stimmen angenommen. Niederhelfenschwil stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les électeurs de Niederhelfenschwil valident avec 64,4 de oui le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Niederhelfenschwil vote oui."
3424,30.5477167712525,"Oberbüren SG","Oberbüren (SG)","Mit 8'046 Nein zu 7'059 Ja haben die Stimmbürgerinnen und Stimmbürger von Oberbüren höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Das sind 69,5 Prozent. Oberbüren stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","A Oberbüren, les habitants sont contre l'idée accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 69,5 pourcents de non. Oberbüren vote oui, contrairement à son canton."
3426,28.6716817645356,"Zuzwil SG","Zuzwil (SG)","Zuzwil SG ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 71,3 Prozent Nein verworfen. Zuzwil SG stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les habitants de Zuzwil (SG) refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 71,3 pourcents de non. Zuzwil (SG) vote oui, contrairement à son canton."
3427,48.7883403897285,"Wil SG","Wil (SG)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Wil SG hat der Änderung des Bundesgesetzes mit 51,2 Prozent Nein-Stimmen verworfen. Wil SG stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Wil (SG) avec 51,2 pourcents de non. Wil (SG) vote oui, contrairement à son canton."
3441,84.2762692598626,"Andwil SG","Andwil (SG)","Andwil SG hat mit 84,3 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Andwil SG stimmt bei dieser Vorlage damit gleich wie der Kanton St. Gallen Ja.","Les habitants de Andwil (SG) acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 84,3 pourcents de oui. A l'instar de son canton, Andwil (SG) vote oui."
3442,35.913455975242,"Gaiserwald SG","Gaiserwald (SG)","64,1 Prozent Stimmbürgerinnen und Stimmbürger von Gaiserwald haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Gaiserwald stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","A Gaiserwald, les habitants disent non à 64,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Gaiserwald vote oui, contrairement à son canton."
3443,35.8304505702108,"Gossau SG","Gossau (SG)","Gossau SG hat mit 35,8 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Gossau SG stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les habitants de Gossau (SG) acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 35,8 pourcents de oui. Gossau (SG) vote oui, contrairement à son canton."
3444,4.97088506817818,"Waldkirch SG","Waldkirch (SG)","Waldkirch ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 95 Prozent Nein verworfen. Waldkirch stimmt damit bei dieser Vorlage anders der Kanton St. Gallen, der Nein gesagt hat.","Les habitants de Waldkirch refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 95 pourcents de non. Waldkirch vote oui, contrairement à son canton."
3506,24.2550605675206,"Vaz/Obervaz GR","Vaz/Obervaz (GR)","24,3 Prozent der Stimmbürgerinnen und Stimmbürger von Vaz/Obervaz haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Vaz/Obervaz stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Vaz/Obervaz, les habitants disent oui à 24,3 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Vaz/Obervaz vote non."
3513,52.4322384735569,"Lantsch/Lenz GR","Lantsch/Lenz (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Lantsch/Lenz hat der Änderung des Bundesgesetzes mit 47,6 Prozent Nein-Stimmen verworfen. Lantsch/Lenz stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Lantsch/Lenz avec 47,6 pourcents de non. Lantsch/Lenz vote non, contrairement à son canton."
3514,24.8912735376507,"Schmitten GR","Schmitten (GR)","75,1 Prozent Stimmbürgerinnen und Stimmbürger von Schmitten GR haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Schmitten GR stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Schmitten (GR), les habitants disent non à 75,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Schmitten (GR) vote non."
3542,20.3505796846002,"Albula/Alvra GR","Albula/Alvra (GR)","Albula/Alvra hat mit 20,4 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Albula/Alvra stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Albula/Alvra acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 20,4 pourcents de oui. A l'instar de son canton, Albula/Alvra vote non."
3543,59.9247550824657,"Surses GR","Surses (GR)","Surses hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 8'914 Ja zu 8'714 Nein. Das entspricht einem Ja-Stimmen-Anteil von 59,9 Prozent. Surses stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Surses avec 59,9 pourcents de oui. Surses vote non, contrairement à son canton."
3544,24.223965103738,"Bergün Filisur GR","Bergün Filisur (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Bergün Filisur mit 75,8 Prozent abgelehnt worden. Bergün Filisur stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","C'est non à 75,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Bergün Filisur. A l'instar de son canton, Bergün Filisur vote non."
3551,56.7476422060281,"Brusio GR","Brusio (GR)","Mit 6'496 Ja zu 3'077 Nein hat sich Brusio für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Brusio stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Brusio approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 56,7 pourcents de oui. Brusio vote non, contrairement à son canton."
3561,32.9291827511042,"Poschiavo GR","Poschiavo (GR)","32,9 Prozent der Stimmbürgerinnen und Stimmbürger von Poschiavo haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Poschiavo stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Poschiavo, les habitants disent oui à 32,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Poschiavo vote non."
3572,72.7533271536231,"Falera GR","Falera (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Falera mit 27,2 Prozent abgelehnt worden. Falera stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","C'est non à 27,2 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Falera. Falera vote non, contrairement à son canton."
3575,70.6127569777891,"Laax GR","Laax (GR)","Laax ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 29,4 Prozent Nein verworfen. Laax stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Laax refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 29,4 pourcents de non. Laax vote non, contrairement à son canton."
3581,93.4388058958575,"Sagogn GR","Sagogn (GR)","Sagogn ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 6,6 Prozent Nein verworfen. Sagogn stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Sagogn refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 6,6 pourcents de non. Sagogn vote non, contrairement à son canton."
3582,45.9996495395899,"Schluein GR","Schluein (GR)","46 Prozent der Stimmbürgerinnen und Stimmbürger von Schluein haben sich für höhere Kinderabzüge bei der direkten Bundessteuer ausgesprochen. Schluein stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Schluein, les habitants disent oui à 46 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Schluein vote non."
3603,8.78730572294444,"Vals GR","Vals (GR)","8,8 Prozent der Stimmbürgerinnen und Stimmbürger in Vals haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Vals stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","C'est oui à 8,8 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Vals. A l'instar de son canton, Vals vote non."
3618,52.706846781075,"Lumnezia GR","Lumnezia (GR)","Lumnezia hat mit 52,7 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Lumnezia stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Lumnezia acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 52,7 pourcents de oui. Lumnezia vote non, contrairement à son canton."
3619,0.489058950915933,"Ilanz/Glion GR","Ilanz/Glion (GR)","Mit 8'194 Ja zu 8'043 Nein hat sich Ilanz/Glion für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Ilanz/Glion hat damit bei dieser Vorlage den höchsten Nein-Anteil im Kanton Graubünden.","Les habitants de Ilanz/Glion approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 0,5 pourcents de oui. Ilanz/Glion se signale par le plus grand pourcentage de non du Grisons"
3633,0.868673226796091,"Fürstenau GR","Fürstenau (GR)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Fürstenau mit 9'045 Ja zu 7'862 Nein angenommen worden. 0,9 Prozent befürworten damit höhere Kinderabzüge. Fürstenau stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Fürstenau, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 0,9 pourcents de oui. A l'instar de son canton, Fürstenau vote non."
3637,92.0672022970393,"Rothenbrunnen GR","Rothenbrunnen (GR)","In Rothenbrunnen haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 7,9 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Rothenbrunnen stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Rothenbrunnen avec 7,9 de non. Rothenbrunnen vote non, contrairement à son canton."
3638,18.4501103125513,"Scharans GR","Scharans (GR)","Scharans ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 81,5 Prozent Nein verworfen. Scharans stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Scharans refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 81,5 pourcents de non. A l'instar de son canton, Scharans vote non."
3640,85.9560654498637,"Sils im Domleschg GR","Sils im Domleschg (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Sils im Domleschg hat der Änderung des Bundesgesetzes mit 14 Prozent Nein-Stimmen verworfen. Sils im Domleschg stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Sils im Domleschg avec 14 pourcents de non. Sils im Domleschg vote non, contrairement à son canton."
3661,94.428173173219,"Cazis GR","Cazis (GR)","5,6 Prozent Stimmbürgerinnen und Stimmbürger von Cazis haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Cazis stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Cazis, les habitants disent non à 5,6 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Cazis vote non, contrairement à son canton."
3662,58.936035213992,"Flerden GR","Flerden (GR)","In Flerden haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 41,1 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Flerden stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Flerden avec 41,1 de non. Flerden vote non, contrairement à son canton."
3663,22.3431198159233,"Masein GR","Masein (GR)","77,7 Prozent der Stimmbürgerinnen und Stimmbürger von Masein haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Masein stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Masein rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 77,7 pourcents de non. A l'instar de son canton, Masein vote non."
3668,49.235013499856,"Thusis GR","Thusis (GR)","Thusis hat mit 49,2 Prozent Ja-Stimmen höheren Kinderabzügen bei der direkten Bundessteuer zugestimmt. Thusis stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Thusis acceptent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 49,2 pourcents de oui. A l'instar de son canton, Thusis vote non."
3669,75.9033722570166,"Tschappina GR","Tschappina (GR)","75,9 Prozent der Stimmbürgerinnen und Stimmbürger in Tschappina haben Ja gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Tschappina stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","C'est oui à 75,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Tschappina. Tschappina vote non, contrairement à son canton."
3670,97.088807891123,"Urmein GR","Urmein (GR)","2,9 Prozent Stimmbürgerinnen und Stimmbürger von Urmein haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Urmein stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","A Urmein, les habitants disent non à 2,9 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. Urmein vote non, contrairement à son canton."
3672,18.0286959279329,"Safiental GR","Safiental (GR)","82 Prozent der Stimmbürgerinnen und Stimmbürger von Safiental haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Safiental stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Safiental rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 82 pourcents de non. A l'instar de son canton, Safiental vote non."
3673,40.783036663197,"Domleschg GR","Domleschg (GR)","In Domleschg haben höhere Kinderabzüge bei der direkten Bundessteuer keine Mehrheit gefunden: 59,2 Prozent haben die Änderung des Bundesgesetzes abgelehnt. Domleschg stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers échoue à Domleschg avec 59,2 de non. A l'instar de son canton, Domleschg vote non."
3681,31.7990589886904,"Avers GR","Avers (GR)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Avers mit 6'742 Ja zu 5'972 Nein angenommen worden. 31,8 Prozent befürworten damit höhere Kinderabzüge. Avers stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Avers, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 31,8 pourcents de oui. A l'instar de son canton, Avers vote non."
3695,99.7460047481582,"Sufers GR","Sufers (GR)","0,3 Prozent der Stimmbürgerinnen und Stimmbürger von Sufers haben höhere Kinderabzüge bei der direkten Bundessteuer abgelehnt. Sufers stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Sufers rejettent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 0,3 pourcents de non. Sufers vote non, contrairement à son canton."
3701,44.8947713710368,"Andeer GR","Andeer (GR)","Andeer hat der Erhöhung der Kinderabzüge bei der direkten Bundessteuer zugestimmt und zwar mit 1'895 Ja zu 513 Nein. Das entspricht einem Ja-Stimmen-Anteil von 44,9 Prozent. Andeer stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers passe la rampe à Andeer avec 44,9 pourcents de oui. A l'instar de son canton, Andeer vote non."
3703,19.1267681773752,"Casti-Wergenstein GR","Casti-Wergenstein (GR)","Die Änderung des Bundesgesetzes über die direkte Bundessteuer ist in Casti-Wergenstein mit 9'308 Ja zu 2'538 Nein angenommen worden. 19,1 Prozent befürworten damit höhere Kinderabzüge. Casti-Wergenstein stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Casti-Wergenstein, les habitants sont pour accorder un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 19,1 pourcents de oui. A l'instar de son canton, Casti-Wergenstein vote non."
3705,33.9747331803665,"Donat GR","Donat (GR)","Nein zu höheren Kinderabzügen bei der direkten Bundessteuer: Donat hat der Änderung des Bundesgesetzes mit 66 Prozent Nein-Stimmen verworfen. Donat stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Le relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers ne passe pas la rampe à Donat avec 66 pourcents de non. A l'instar de son canton, Donat vote non."
3707,37.8959182882681,"Lohn GR","Lohn (GR)","62,1 Prozent Stimmbürgerinnen und Stimmbürger von Lohn GR haben Nein gesagt zu höheren Kinderabzügen bei der direkten Bundessteuer. Lohn GR stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","A Lohn (GR), les habitants disent non à 62,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers. A l'instar de son canton, Lohn (GR) vote non."
3708,25.8972024079412,"Mathon GR","Mathon (GR)","Die höheren Kinderabzüge bei der direkten Bundessteuer sind in Mathon mit 74,1 Prozent abgelehnt worden. Mathon stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","C'est non à 74,1 pourcents au relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers à Mathon. A l'instar de son canton, Mathon vote non."
3711,80.5732636945322,"Rongellen GR","Rongellen (GR)","Rongellen ist gegen höhere Kinderabzüge bei der direkten Bundessteuer: Sie hat die Änderung des Bundesgesetzes mit 19,4 Prozent Nein verworfen. Rongellen stimmt damit bei dieser Vorlage anders als der Kanton Graubünden, der Ja gesagt hat.","Les habitants de Rongellen refusent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 19,4 pourcents de non. Rongellen vote non, contrairement à son canton."
3712,35.1664598798379,"Zillis-Reischen GR","Zillis-Reischen (GR)","Mit 8'633 Ja zu 5'136 Nein hat sich Zillis-Reischen für höhere Kinderabzüge bei der direkten Bundessteuer entschieden. Zillis-Reischen stimmt damit bei dieser Vorlage gleich wie der Kanton Graubünden Nein","Les habitants de Zillis-Reischen approuvent un relèvement des déductions fiscales pour les enfants et pour les frais de garde par des tiers avec 35,2 pourcents de oui. A l'instar de son canton, Zillis-Reischen vote non."
